x,x2,x3,d,quantity,x_c
21,447,9462,1,5806,1
25,612,15131,1,5991,5
21,451,9585,1,5115,1
20,381,7441,0,5571,0
23,517,11772,1,6022,3
15,238,3681,0,4059,-5
22,488,10772,1,4498,2
20,398,7933,0,5569,0
24,577,13845,1,7143,4
17,288,4896,0,5669,-3
25,626,15654,1,5137,5
27,756,20772,1,4416,7
25,601,14733,1,3776,5
23,515,11698,1,5191,3
17,304,5313,0,6069,-3
17,290,4934,0,7279,-3
21,442,9302,1,5890,1
15,239,3694,0,5924,-5
15,239,3697,0,4339,-5
22,473,10285,1,4662,2
19,354,6656,0,5043,-1
10,104,1065,0,5857,-10
24,592,14402,1,6589,4
31,953,29427,1,7520,11
25,603,14807,1,5996,5
26,702,18592,1,5072,6
17,277,4601,0,4976,-3
18,339,6241,0,3899,-2
16,259,4156,0,4379,-4
28,782,21854,1,6127,8
26,670,17333,1,7196,6
17,284,4776,0,5274,-3
27,705,18713,1,3246,7
18,334,6105,0,4291,-2
14,191,2633,0,6018,-6
9,88,825,0,5884,-11
26,684,17873,1,5901,6
17,287,4852,0,5026,-3
24,568,13548,1,5767,4
9,74,639,0,3340,-11
17,294,5035,0,4122,-3
14,210,3034,0,4474,-6
31,979,30627,1,6888,11
19,359,6793,0,5619,-1
25,647,16452,1,6450,5
23,552,12958,1,5289,3
17,302,5250,0,4559,-3
19,353,6623,0,5073,-1
23,518,11787,1,6936,3
22,504,11328,1,7123,2
24,565,13432,1,4886,4
17,290,4938,0,5259,-3
16,246,3850,0,5271,-4
16,251,3981,0,4746,-4
22,464,10001,1,5709,2
14,199,2813,0,3709,-6
15,223,3326,0,5635,-5
25,625,15619,1,5725,5
16,249,3929,0,5595,-4
23,532,12263,1,5230,3
19,345,6398,0,3240,-1
28,797,22499,1,5674,8
17,294,5052,0,6858,-3
25,638,16105,1,5352,5
21,435,9065,1,5891,1
26,691,18149,1,2343,6
22,487,10744,1,6428,2
17,276,4577,0,6059,-3
25,606,14900,1,6169,5
19,345,6419,0,5216,-1
25,612,15153,1,6546,5
24,597,14592,1,6268,4
16,262,4250,0,3303,-4
16,264,4289,0,6592,-4
25,603,14797,1,4308,5
22,506,11374,1,4396,2
26,667,17237,1,6657,6
25,635,16004,1,5478,5
21,454,9672,1,5665,1
25,625,15614,1,5794,5
17,304,5303,0,6982,-3
27,721,19378,1,6083,7
20,384,7518,0,6396,0
13,162,2065,0,4828,-7
24,582,14033,1,5037,4
18,326,5874,0,3321,-2
19,355,6691,0,3221,-1
12,145,1748,0,6684,-8
15,231,3503,0,3849,-5
28,793,22332,1,5142,8
19,373,7200,0,4807,-1
12,133,1537,0,4007,-8
21,441,9271,1,5886,1
12,151,1858,0,4151,-8
20,390,7711,0,3467,0
21,451,9575,1,6131,1
15,236,3632,0,4402,-5
14,189,2607,0,3889,-6
14,194,2692,0,4999,-6
27,712,18979,1,5247,7
12,133,1539,0,3743,-8
27,711,18945,1,5699,7
15,234,3573,0,3956,-5
21,452,9595,1,5937,1
18,334,6101,0,4864,-2
16,261,4214,0,5104,-4
22,468,10108,1,7389,2
14,194,2695,0,4889,-6
17,289,4911,0,6040,-3
17,298,5152,0,4475,-3
31,982,30794,1,5109,11
21,449,9519,1,6071,1
21,443,9332,1,4908,1
30,919,27846,1,6504,10
14,197,2758,0,5350,-6
16,244,3811,0,4350,-4
18,339,6243,0,5372,-2
18,339,6250,0,2759,-2
26,691,18173,1,5758,6
18,329,5980,0,5326,-2
27,715,19102,1,4506,7
13,171,2243,0,3952,-7
14,184,2495,0,4568,-6
18,337,6180,0,3441,-2
16,263,4257,0,5708,-4
21,432,8978,1,4985,1
14,204,2916,0,5069,-6
24,570,13600,1,5344,4
19,360,6826,0,3000,-1
21,425,8759,1,5924,1
9,88,829,0,4541,-11
25,644,16324,1,5490,5
17,280,4698,0,5708,-3
16,247,3883,0,5181,-4
28,804,22796,1,4440,8
12,152,1871,0,6644,-8
19,345,6398,0,5442,-1
13,165,2120,0,6851,-7
21,442,9306,1,6274,1
21,426,8805,1,6428,1
14,199,2812,0,4562,-6
12,155,1931,0,5438,-8
15,218,3221,0,4787,-5
19,376,7292,0,5126,-1
17,299,5160,0,4320,-3
23,529,12170,1,5147,3
15,240,3724,0,5852,-5
23,522,11939,1,6537,3
18,318,5674,0,4671,-2
19,346,6426,0,6114,-1
20,403,8085,1,4930,0
19,374,7244,0,5275,-1
12,149,1824,0,4153,-8
10,95,922,0,4652,-10
20,404,8111,1,6593,0
20,395,7842,0,4862,0
17,273,4513,0,4456,-3
18,329,5973,0,3793,-2
16,271,4462,0,5025,-4
19,374,7244,0,4636,-1
18,342,6328,0,3380,-2
7,53,384,0,5900,-13
23,521,11898,1,4763,3
22,500,11181,1,5138,2
15,217,3190,0,3873,-5
18,329,5969,0,4842,-2
18,313,5545,0,6030,-2
14,185,2518,0,5379,-6
18,320,5735,0,4560,-2
24,576,13834,1,5838,4
23,539,12512,1,6482,3
24,592,14392,1,4438,4
18,332,6049,0,4859,-2
22,498,11105,1,5208,2
19,367,7032,0,4844,-1
24,575,13792,1,6211,4
22,506,11379,1,7944,2
25,615,15237,1,4430,5
21,434,9046,1,6470,1
15,237,3641,0,4970,-5
31,944,29001,1,5404,11
22,473,10282,1,5267,2
20,418,8537,1,6469,0
24,591,14380,1,4505,4
24,567,13492,1,4931,4
27,733,19827,1,4245,7
22,469,10141,1,4886,2
27,734,19898,1,6964,7
23,508,11448,1,5748,3
17,284,4776,0,2784,-3
26,652,16637,1,7076,6
27,711,18940,1,5872,7
25,619,15411,1,5198,5
20,415,8451,1,6460,0
25,635,16000,1,5021,5
25,604,14826,1,5930,5
19,344,6376,0,6266,-1
18,333,6086,0,5580,-2
19,372,7187,0,6140,-1
21,438,9159,1,5477,1
23,535,12388,1,3849,3
17,296,5092,0,5170,-3
17,290,4926,0,4992,-3
21,449,9501,1,4163,1
15,215,3142,0,6379,-5
20,386,7580,0,4002,0
15,231,3515,0,5424,-5
20,408,8250,1,4801,0
19,348,6494,0,6940,-1
13,173,2278,0,3757,-7
22,493,10939,1,5025,2
20,418,8557,1,5099,0
22,501,11212,1,6711,2
15,232,3541,0,5681,-5
22,500,11192,1,6508,2
25,617,15339,1,5476,5
11,115,1234,0,5074,-9
23,522,11943,1,5076,3
18,341,6291,0,5277,-2
15,234,3583,0,5911,-5
28,808,22966,1,3822,8
21,448,9493,1,4190,1
21,425,8772,1,6163,1
15,212,3083,0,4267,-5
28,772,21437,1,6152,8
25,602,14782,1,5038,5
20,382,7466,0,5773,0
17,289,4906,0,5342,-3
24,587,14204,1,6162,4
21,432,8981,1,6354,1
9,88,822,0,3780,-11
24,563,13356,1,6200,4
20,400,7997,0,5134,0
21,445,9387,1,6527,1
22,466,10046,1,6156,2
22,479,10483,1,4661,2
25,619,15385,1,7041,5
21,425,8772,1,5534,1
20,404,8131,1,6684,0
23,527,12088,1,5130,3
20,416,8477,1,5721,0
22,499,11145,1,5181,2
25,619,15402,1,6886,5
24,572,13668,1,5456,4
16,246,3863,0,6721,-4
14,192,2669,0,5114,-6
20,402,8054,1,5613,0
23,535,12366,1,7268,3
23,517,11764,1,5147,3
18,329,5960,0,4549,-2
25,627,15704,1,6243,5
26,698,18455,1,3031,6
17,299,5173,0,4014,-3
20,392,7771,0,5064,0
11,129,1473,0,4981,-9
25,617,15331,1,3996,5
12,140,1650,0,4486,-8
16,270,4444,0,3726,-4
20,417,8504,1,5553,0
25,618,15359,1,7654,5
22,474,10321,1,6896,2
18,331,6018,0,5547,-2
24,554,13045,1,6255,4
23,528,12142,1,5308,3
23,507,11413,1,4677,3
25,639,16138,1,5570,5
19,360,6843,0,6936,-1
23,551,12936,1,4368,3
14,191,2633,0,6432,-6
21,429,8889,1,6235,1
21,443,9333,1,5120,1
27,738,20043,1,4304,7
32,1004,31833,1,4029,12
24,588,14270,1,5931,4
25,602,14786,1,5667,5
19,373,7212,0,4956,-1
20,384,7525,0,4203,0
20,411,8317,1,6149,0
21,430,8927,1,3602,1
19,372,7178,0,4911,-1
22,497,11074,1,5482,2
25,625,15607,1,6092,5
24,594,14481,1,6352,4
14,200,2828,0,5461,-6
26,659,16910,1,5607,6
21,423,8711,1,3896,1
19,370,7120,0,4480,-1
24,600,14683,1,5993,4
18,315,5597,0,5865,-2
18,334,6097,0,5635,-2
11,123,1369,0,3394,-9
14,205,2943,0,5849,-6
28,770,21362,1,4390,8
14,207,2986,0,3433,-6
21,446,9429,1,5854,1
14,186,2537,0,3747,-6
22,505,11338,1,5214,2
18,325,5872,0,3640,-2
18,316,5618,0,3752,-2
14,200,2818,0,5618,-6
21,438,9165,1,5023,1
20,381,7448,0,6363,0
20,416,8497,1,5827,0
23,532,12272,1,4974,3
20,412,8370,1,5468,0
23,538,12486,1,5550,3
22,466,10072,1,6065,2
16,259,4175,0,3826,-4
13,160,2026,0,6472,-7
21,447,9457,1,4378,1
21,423,8691,1,6377,1
31,962,29823,1,5725,11
21,457,9766,1,5019,1
21,438,9153,1,6635,1
21,436,9105,1,5796,1
11,132,1511,0,3986,-9
21,447,9455,1,6880,1
25,637,16074,1,5827,5
20,397,7915,0,5195,0
26,694,18287,1,4452,6
19,370,7123,0,4838,-1
8,70,592,0,3524,-12
24,572,13677,1,4891,4
15,212,3083,0,5669,-5
24,572,13680,1,3255,4
18,338,6205,0,3994,-2
23,507,11425,1,5789,3
15,217,3207,0,4513,-5
19,356,6722,0,3511,-1
17,278,4633,0,4851,-3
21,423,8702,1,4789,1
15,239,3688,0,4557,-5
22,488,10789,1,4482,2
27,750,20523,1,5107,7
27,720,19328,1,4380,7
18,312,5523,0,6482,-2
11,119,1303,0,4752,-9
19,369,7101,0,5073,-1
11,111,1169,0,5943,-9
25,641,16232,1,6203,5
13,172,2247,0,5472,-7
13,168,2186,0,4438,-7
17,291,4958,0,5018,-3
24,567,13502,1,5172,4
18,310,5461,0,4734,-2
20,419,8591,1,6561,0
16,250,3956,0,5294,-4
12,140,1659,0,7427,-8
16,258,4151,0,4082,-4
20,419,8582,1,5930,0
20,419,8566,1,4987,0
17,284,4783,0,5630,-3
19,370,7127,0,4564,-1
17,306,5348,0,3812,-3
29,813,23170,1,4500,9
16,260,4184,0,3722,-4
30,874,25834,1,5783,10
23,541,12586,1,5851,3
29,832,23999,1,5471,9
19,368,7073,0,6471,-1
27,744,20283,1,4115,7
24,557,13136,1,5739,4
29,864,25415,1,5204,9
26,652,16637,1,6047,6
19,366,7004,0,4769,-1
19,365,6960,0,2935,-1
12,145,1744,0,4997,-8
20,410,8293,1,5326,0
29,864,25398,1,4511,9
9,75,656,0,4403,-11
21,423,8688,1,4721,1
14,201,2849,0,3935,-6
25,613,15191,1,6106,5
18,329,5957,0,5173,-2
22,488,10784,1,5261,2
10,96,939,0,4132,-10
16,241,3744,0,6684,-4
18,333,6085,0,6345,-2
23,515,11680,1,7058,3
21,429,8892,1,5111,1
16,254,4059,0,5840,-4
17,295,5057,0,5249,-3
24,599,14674,1,5597,4
13,172,2264,0,5515,-7
33,1075,35248,1,5190,13
25,629,15761,1,5085,5
17,274,4542,0,4597,-3
16,271,4470,0,5225,-4
16,264,4297,0,6324,-4
29,822,23578,1,3821,9
17,297,5127,0,3803,-3
28,800,22624,1,6767,8
22,504,11312,1,5719,2
8,61,476,0,5637,-12
11,110,1159,0,7103,-9
20,386,7587,0,6308,0
19,363,6917,0,5780,-1
30,904,27166,1,4071,10
21,455,9710,1,4930,1
18,320,5715,0,3833,-2
22,504,11328,1,7722,2
25,606,14936,1,4558,5
19,374,7221,0,5715,-1
17,286,4830,0,5922,-3
29,845,24570,1,6530,9
30,898,26917,1,4901,10
23,519,11816,1,7739,3
23,539,12506,1,5933,3
9,81,734,0,4874,-11
22,487,10738,1,4810,2
19,350,6542,0,6170,-1
24,579,13920,1,4288,4
24,565,13442,1,5214,4
23,506,11395,1,5222,3
19,372,7174,0,3275,-1
24,568,13545,1,6534,4
20,385,7554,0,3170,0
24,570,13592,1,5918,4
11,116,1254,0,4433,-9
17,296,5087,0,4656,-3
7,48,331,0,5376,-13
20,394,7831,0,5176,0
18,316,5613,0,4965,-2
11,116,1255,0,5234,-9
15,218,3225,0,5235,-5
11,123,1359,0,4755,-9
16,241,3742,0,5999,-4
22,488,10778,1,5969,2
14,188,2569,0,4755,-6
20,392,7756,0,4090,0
15,223,3322,0,3823,-5
23,514,11662,1,6045,3
24,553,12995,1,4335,4
18,314,5551,0,4978,-2
34,1130,37968,1,4247,14
15,226,3395,0,4881,-5
25,626,15670,1,5100,5
16,260,4187,0,5026,-4
25,603,14794,1,4135,5
20,410,8288,1,5197,0
23,508,11445,1,3232,3
16,250,3946,0,3867,-4
8,59,449,0,6355,-12
22,487,10738,1,7315,2
22,481,10565,1,5954,2
16,258,4151,0,5574,-4
21,437,9130,1,6680,1
15,237,3650,0,5299,-5
15,219,3231,0,5282,-5
24,553,13006,1,5660,4
25,607,14959,1,4772,5
11,121,1328,0,5196,-9
26,659,16916,1,4100,6
21,453,9627,1,5906,1
24,594,14492,1,6366,4
19,342,6333,0,3792,-1
14,187,2554,0,3395,-6
15,222,3314,0,4594,-5
26,674,17498,1,5805,6
24,593,14454,1,6126,4
19,358,6779,0,3298,-1
29,813,23174,1,6246,9
32,998,31538,1,5183,12
24,565,13430,1,3101,4
20,397,7905,0,3254,0
16,270,4428,0,5787,-4
17,294,5050,0,5458,-3
16,266,4335,0,5401,-4
16,262,4240,0,4814,-4
20,396,7880,0,3866,0
20,387,7607,0,3756,0
21,457,9762,1,6556,1
12,136,1589,0,4020,-8
26,677,17625,1,4519,6
29,832,23977,1,4747,9
21,444,9368,1,7296,1
10,108,1116,0,5725,-10
25,607,14955,1,5241,5
21,448,9493,1,6042,1
22,496,11036,1,6143,2
20,393,7782,0,3811,0
12,148,1801,0,6205,-8
24,565,13442,1,5804,4
28,812,23136,1,3639,8
15,211,3056,0,5841,-5
25,610,15073,1,5597,5
25,644,16350,1,5341,5
23,521,11880,1,5135,3
13,166,2147,0,5571,-7
18,340,6271,0,4512,-2
19,350,6546,0,5205,-1
19,374,7229,0,5483,-1
27,737,20011,1,4779,7
22,486,10706,1,4814,2
15,215,3159,0,4236,-5
16,241,3740,0,4413,-4
13,179,2397,0,4355,-7
16,259,4174,0,6165,-4
20,415,8450,1,7148,0
20,386,7578,0,4391,0
31,944,28993,1,4659,11
23,514,11656,1,4806,3
20,393,7798,0,5158,0
33,1084,35669,1,5678,13
20,412,8362,1,4944,0
22,464,9989,1,5002,2
19,350,6541,0,6804,-1
30,875,25886,1,4642,10
19,349,6514,0,6387,-1
23,530,12212,1,7766,3
22,482,10571,1,5336,2
24,563,13346,1,5669,4
23,515,11672,1,4881,3
15,219,3241,0,3632,-5
18,324,5838,0,3459,-2
9,82,738,0,5381,-11
15,236,3624,0,4530,-5
23,550,12905,1,4114,3
23,537,12448,1,6388,3
18,317,5646,0,4147,-2
29,857,25081,1,4999,9
17,282,4737,0,965,-3
9,86,795,0,4381,-11
16,252,3990,0,6012,-4
29,851,24837,1,6012,9
21,462,9917,1,5985,1
18,332,6061,0,6446,-2
22,498,11125,1,5830,2
21,420,8622,1,5810,1
22,505,11344,1,5126,2
24,570,13624,1,5170,4
15,210,3051,0,6091,-5
11,132,1512,0,5925,-9
21,444,9347,1,4306,1
14,190,2629,0,5578,-6
20,418,8552,1,3745,0
11,131,1496,0,5001,-9
20,392,7761,0,3267,0
18,322,5780,0,6758,-2
17,278,4624,0,5105,-3
26,677,17600,1,6096,6
26,655,16771,1,5029,6
35,1194,41258,1,4526,15
16,248,3905,0,4164,-4
23,518,11797,1,7312,3
19,358,6765,0,5170,-1
23,526,12065,1,6251,3
23,510,11533,1,7388,3
23,517,11748,1,7210,3
20,395,7850,0,6479,0
26,697,18398,1,5394,6
14,209,3025,0,4902,-6
27,754,20686,1,5679,7
24,586,14188,1,3789,4
20,397,7904,0,7060,0
22,486,10728,1,4653,2
22,484,10632,1,4995,2
16,254,4037,0,6488,-4
19,366,7007,0,4879,-1
25,625,15615,1,4964,5
25,642,16280,1,3798,5
23,546,12758,1,5383,3
17,273,4511,0,6524,-3
28,807,22919,1,6414,8
29,847,24664,1,5033,9
21,432,8965,1,6273,1
9,82,741,0,4808,-11
23,511,11565,1,5314,3
15,228,3433,0,3569,-5
20,414,8422,1,7175,0
18,316,5622,0,3812,-2
25,644,16357,1,5154,5
21,422,8672,1,5994,1
14,183,2482,0,4239,-6
19,362,6878,0,3220,-1
21,458,9790,1,4931,1
17,289,4918,0,6321,-3
19,349,6532,0,4189,-1
16,263,4269,0,5546,-4
15,228,3433,0,6707,-5
19,360,6836,0,5727,-1
20,392,7766,0,4191,0
21,448,9489,1,6375,1
15,218,3225,0,6045,-5
11,129,1464,0,3973,-9
24,557,13146,1,5065,4
20,403,8086,1,5761,0
24,569,13556,1,2960,4
12,151,1856,0,4746,-8
26,651,16624,1,5260,6
19,377,7317,0,5876,-1
21,443,9327,1,5775,1
22,505,11335,1,3922,2
16,261,4209,0,5279,-4
29,864,25394,1,3700,9
17,297,5114,0,3311,-3
15,215,3158,0,3779,-5
24,569,13586,1,5816,4
25,630,15829,1,4713,5
20,394,7809,0,6005,0
21,429,8888,1,4818,1
19,376,7281,0,4671,-1
15,231,3510,0,4617,-5
21,423,8707,1,6530,1
26,664,17120,1,3819,6
24,574,13768,1,5972,4
23,541,12584,1,6350,3
24,571,13636,1,3695,4
17,290,4930,0,6257,-3
16,267,4365,0,6054,-4
20,392,7748,0,5897,0
19,380,7412,0,4197,-1
22,474,10304,1,6622,2
20,381,7425,0,5186,0
11,122,1340,0,5396,-9
17,306,5341,0,4989,-3
10,109,1131,0,4836,-10
17,301,5226,0,3712,-3
25,614,15217,1,3604,5
16,254,4048,0,3295,-4
23,550,12882,1,6080,3
20,419,8567,1,5954,0
23,524,11983,1,5300,3
22,464,10002,1,6089,2
17,304,5297,0,4549,-3
24,592,14416,1,5174,4
24,570,13605,1,5457,4
11,125,1404,0,5387,-9
13,167,2149,0,4827,-7
19,345,6405,0,4117,-1
24,559,13200,1,6623,4
12,137,1597,0,4993,-8
14,188,2583,0,6817,-6
31,934,28534,1,3330,11
13,177,2355,0,4917,-7
25,613,15168,1,5434,5
34,1179,40483,1,4127,14
18,312,5517,0,6270,-2
18,342,6319,0,2810,-2
25,642,16260,1,4322,5
12,150,1843,0,4582,-8
15,220,3261,0,5796,-5
18,333,6077,0,6015,-2
24,594,14490,1,6820,4
19,348,6486,0,3856,-1
7,45,305,0,6346,-13
20,420,8604,1,4718,0
30,902,27083,1,4561,10
17,282,4723,0,5012,-3
25,602,14773,1,7077,5
22,476,10376,1,4024,2
20,417,8514,1,6158,0
22,487,10738,1,4342,2
23,547,12778,1,6817,3
18,319,5687,0,5158,-2
29,860,25238,1,4817,9
23,507,11422,1,4617,3
15,218,3226,0,3993,-5
23,510,11518,1,6217,3
17,291,4954,0,3497,-3
7,51,367,0,5184,-13
28,778,21712,1,3888,8
15,211,3056,0,4811,-5
21,458,9800,1,6164,1
22,474,10303,1,6915,2
25,610,15075,1,4323,5
23,521,11907,1,6246,3
27,723,19438,1,7082,7
24,576,13807,1,4593,4
17,289,4915,0,5250,-3
15,214,3126,0,3927,-5
18,334,6110,0,3433,-2
8,68,566,0,4227,-12
24,561,13303,1,6861,4
14,200,2826,0,8199,-6
15,221,3282,0,4814,-5
11,117,1270,0,5917,-9
21,424,8738,1,7140,1
13,174,2300,0,4070,-7
6,42,271,0,5062,-14
13,170,2208,0,4943,-7
29,822,23563,1,6190,9
17,285,4812,0,5787,-3
19,366,7009,0,4474,-1
20,383,7484,0,3488,0
12,135,1567,0,5680,-8
21,458,9812,1,4773,1
18,335,6125,0,3930,-2
32,1022,32663,1,4551,12
12,142,1696,0,6597,-8
23,523,11973,1,5525,3
24,570,13604,1,4809,4
22,477,10418,1,5558,2
24,571,13646,1,4924,4
20,395,7849,0,4921,0
24,588,14254,1,5183,4
18,330,5996,0,7998,-2
18,330,6005,0,5608,-2
17,295,5070,0,5470,-3
18,321,5746,0,6296,-2
16,250,3951,0,4963,-4
27,746,20372,1,4721,7
23,534,12350,1,5830,3
15,235,3613,0,6226,-5
22,491,10889,1,4329,2
18,315,5592,0,3653,-2
24,572,13695,1,4822,4
21,458,9793,1,6843,1
10,106,1095,0,5022,-10
18,329,5979,0,3902,-2
26,701,18551,1,5323,6
22,465,10018,1,4584,2
21,427,8820,1,6148,1
16,245,3837,0,4751,-4
25,620,15448,1,6650,5
14,196,2739,0,3726,-6
19,361,6852,0,6230,-1
17,292,4989,0,5163,-3
23,550,12901,1,4801,3
18,331,6009,0,5337,-2
19,359,6793,0,3966,-1
22,478,10444,1,5034,2
19,345,6409,0,6059,-1
33,1066,34793,1,4421,13
15,212,3097,0,3823,-5
5,27,139,0,4446,-15
13,169,2204,0,5802,-7
15,227,3409,0,3225,-5
24,560,13263,1,6654,4
23,536,12418,1,4517,3
18,313,5532,0,5130,-2
16,255,4076,0,4824,-4
17,305,5319,0,5306,-3
21,454,9688,1,5483,1
17,290,4928,0,4861,-3
18,334,6117,0,6797,-2
15,214,3135,0,7749,-5
13,181,2443,0,5428,-7
14,206,2952,0,6202,-6
20,402,8073,1,5479,0
16,272,4478,0,5339,-4
22,487,10759,1,5092,2
18,339,6237,0,5632,-2
17,293,5016,0,5947,-3
26,692,18202,1,6336,6
13,173,2276,0,3597,-7
25,631,15868,1,6199,5
15,222,3305,0,4170,-5
26,682,17828,1,4798,6
16,265,4304,0,5853,-4
18,307,5372,0,4829,-2
15,235,3601,0,6831,-5
12,144,1727,0,6285,-8
12,145,1738,0,5651,-8
18,335,6132,0,7656,-2
30,890,26551,1,5334,10
15,232,3534,0,4657,-5
15,237,3657,0,3764,-5
14,203,2884,0,5386,-6
22,498,11102,1,5897,2
20,399,7970,0,4067,0
10,95,924,0,4498,-10
17,282,4724,0,3629,-3
33,1100,36484,1,5096,13
23,528,12149,1,6620,3
18,330,5991,0,5420,-2
20,382,7453,0,4925,0
19,362,6876,0,5565,-1
24,555,13077,1,7083,4
10,93,891,0,5866,-10
17,281,4718,0,5023,-3
25,626,15673,1,6088,5
23,515,11685,1,4015,3
18,317,5642,0,4976,-2
21,426,8790,1,6371,1
24,560,13239,1,7742,4
23,510,11529,1,6766,3
27,730,19738,1,6742,7
28,781,21817,1,5259,8
16,262,4236,0,4574,-4
15,220,3260,0,3881,-5
16,268,4384,0,4691,-4
15,215,3147,0,3448,-5
20,381,7450,0,5387,0
20,394,7812,0,4141,0
25,631,15865,1,6374,5
17,292,5001,0,5193,-3
20,395,7851,0,3713,0
22,489,10815,1,5787,2
25,621,15482,1,5941,5
27,755,20745,1,6136,7
16,252,3996,0,5140,-4
17,304,5300,0,5319,-3
20,412,8371,1,6154,0
24,575,13801,1,5863,4
21,432,8974,1,4592,1
18,310,5452,0,4881,-2
20,403,8097,1,7608,0
12,152,1880,0,5374,-8
11,119,1301,0,4496,-9
31,956,29537,1,4836,11
20,401,8038,1,5348,0
7,46,312,0,4724,-13
20,388,7630,0,3752,0
16,271,4472,0,5531,-4
30,895,26762,1,5915,10
28,782,21875,1,5409,8
10,100,1000,0,5233,-10
24,583,14080,1,6475,4
23,520,11875,1,3753,3
19,362,6881,0,4505,-1
28,760,20946,1,5747,8
24,560,13261,1,6563,4
16,263,4272,0,5618,-4
24,599,14666,1,6660,4
22,478,10454,1,3555,2
14,197,2756,0,4584,-6
28,789,22148,1,6154,8
13,177,2349,0,5133,-7
24,561,13300,1,6265,4
21,460,9865,1,7077,1
23,551,12951,1,4619,3
15,239,3688,0,4856,-5
20,417,8512,1,5242,0
12,152,1871,0,5880,-8
26,684,17907,1,5366,6
12,134,1552,0,3997,-8
17,282,4748,0,4638,-3
17,296,5081,0,5788,-3
22,498,11121,1,6221,2
26,700,18531,1,5315,6
14,207,2973,0,4472,-6
23,543,12649,1,5304,3
24,566,13462,1,3886,4
30,882,26206,1,5194,10
34,1129,37922,1,4727,14
22,492,10920,1,6232,2
24,583,14069,1,4916,4
19,380,7411,0,5100,-1
19,349,6520,0,5408,-1
13,181,2429,0,5545,-7
28,770,21364,1,3986,8
11,114,1220,0,5897,-9
22,468,10120,1,4595,2
21,459,9832,1,6515,1
14,190,2622,0,5263,-6
14,209,3030,0,4635,-6
20,385,7551,0,4048,0
15,235,3597,0,5431,-5
17,306,5355,0,3667,-3
29,842,24449,1,4365,9
24,570,13600,1,4796,4
22,477,10414,1,4303,2
14,208,2991,0,5079,-6
15,226,3397,0,8232,-5
16,258,4139,0,4097,-4
21,459,9849,1,5462,1
21,421,8634,1,7628,1
12,137,1596,0,2496,-8
20,401,8016,1,4823,0
18,310,5454,0,6086,-2
17,286,4834,0,4581,-3
35,1198,41448,1,3964,15
18,325,5872,0,4122,-2
20,403,8084,1,5968,0
11,122,1355,0,5630,-9
17,298,5145,0,8472,-3
16,258,4152,0,5112,-4
22,495,11002,1,5279,2
18,328,5950,0,4352,-2
23,530,12194,1,7151,3
22,496,11037,1,7743,2
23,524,11991,1,5288,3
13,181,2430,0,3324,-7
16,264,4283,0,3656,-4
20,414,8426,1,5681,0
20,417,8512,1,6181,0
25,619,15402,1,5481,5
18,331,6022,0,4828,-2
22,464,9990,1,5380,2
24,581,13993,1,5268,4
17,275,4556,0,5601,-3
20,386,7573,0,2970,0
21,435,9082,1,4700,1
16,264,4287,0,5733,-4
19,367,7035,0,4704,-1
20,412,8377,1,6248,0
20,397,7905,0,2980,0
25,628,15741,1,4437,5
20,406,8187,1,5352,0
15,230,3486,0,3411,-5
17,293,5004,0,6149,-3
28,782,21887,1,6857,8
13,157,1964,0,4889,-7
22,494,10993,1,5584,2
14,197,2755,0,5580,-6
24,556,13112,1,6802,4
26,701,18549,1,4966,6
16,260,4194,0,4136,-4
25,649,16533,1,4667,5
24,585,14163,1,5318,4
18,336,6152,0,6743,-2
23,506,11396,1,3078,3
12,149,1824,0,7472,-8
19,376,7290,0,7104,-1
27,735,19911,1,6226,7
21,438,9157,1,5112,1
19,366,7002,0,6874,-1
20,393,7795,0,3439,0
17,293,5007,0,3458,-3
25,624,15599,1,7667,5
27,749,20497,1,4561,7
15,222,3315,0,4324,-5
20,381,7436,0,4369,0
18,317,5639,0,5615,-2
17,282,4748,0,3906,-3
14,199,2800,0,5793,-6
13,159,2008,0,5848,-7
21,438,9162,1,6655,1
15,230,3499,0,5590,-5
21,428,8848,1,4472,1
16,262,4243,0,5432,-4
27,743,20251,1,5881,7
22,483,10609,1,7060,2
19,347,6478,0,5886,-1
19,363,6930,0,4430,-1
20,398,7947,0,3774,0
12,141,1667,0,3831,-8
12,153,1898,0,4874,-8
23,524,12009,1,5445,3
23,512,11575,1,4666,3
34,1128,37909,1,3783,14
7,46,308,0,4527,-13
20,385,7562,0,4838,0
20,404,8107,1,6842,0
27,745,20340,1,5767,7
18,341,6294,0,4730,-2
15,216,3172,0,5745,-5
20,382,7457,0,3652,0
13,167,2159,0,5591,-7
17,284,4796,0,4381,-3
17,296,5084,0,5963,-3
23,540,12565,1,4872,3
13,156,1954,0,5161,-7
10,110,1152,0,4124,-10
12,149,1821,0,4003,-8
24,567,13495,1,6587,4
15,237,3644,0,5838,-5
20,386,7595,0,5092,0
17,286,4831,0,4330,-3
14,183,2470,0,4983,-6
23,539,12526,1,4649,3
23,520,11862,1,3386,3
14,202,2864,0,5858,-6
18,332,6057,0,3728,-2
24,589,14290,1,6259,4
14,189,2597,0,2119,-6
18,327,5921,0,4258,-2
25,608,14982,1,6342,5
20,386,7597,0,4939,0
23,512,11580,1,4789,3
23,523,11946,1,4187,3
27,744,20286,1,4964,7
15,230,3492,0,5689,-5
13,180,2412,0,5125,-7
15,220,3268,0,4383,-5
18,316,5605,0,3157,-2
